MSOA21CD,n_oas,n_diff,disagree_pct
E02003787,24,7,29.166666666666668
E02003788,26,2,7.6923076923076925
E02003789,23,4,17.391304347826086
E02003790,29,3,10.344827586206897
E02003791,26,2,7.6923076923076925
E02003792,32,8,25.0
E02003793,27,8,29.629629629629626
E02003794,30,6,20.0
E02003795,20,4,20.0
E02003796,26,6,23.076923076923077
E02003797,34,4,11.76470588235294
E02003798,20,3,15.0
E02003799,25,1,4.0
E02003800,21,2,9.523809523809524
E02003801,23,2,8.695652173913043
E02003802,34,0,0.0
E02003803,30,6,20.0
E02003804,25,4,16.0
E02003805,21,2,9.523809523809524
E02003806,29,7,24.137931034482758
E02003807,30,3,10.0
E02003808,21,1,4.761904761904762
E02003809,30,4,13.333333333333334
E02003810,34,6,17.647058823529413
E02003811,26,8,30.76923076923077
E02003812,20,3,15.0
E02003813,20,1,5.0
E02003814,27,4,14.814814814814813
E02003815,23,4,17.391304347826086
E02003816,26,5,19.230769230769234
E02003817,24,9,37.5
E02003818,19,5,26.31578947368421
E02003819,21,10,47.61904761904761
E02003820,29,9,31.03448275862069
E02003821,20,6,30.0
E02003822,38,11,28.947368421052634
E02003823,24,5,20.833333333333336
E02003824,20,3,15.0
E02003825,19,1,5.263157894736842
E02003826,25,3,12.0
E02003827,32,2,6.25
E02003828,21,2,9.523809523809524
E02003829,19,4,21.052631578947366
E02003830,25,5,20.0
E02003831,32,3,9.375
E02003832,19,1,5.263157894736842
E02003833,21,2,9.523809523809524
E02003834,20,3,15.0
E02003835,25,3,12.0
E02003836,26,8,30.76923076923077
E02003838,25,1,4.0
E02003839,25,3,12.0
E02003840,34,4,11.76470588235294
E02003841,27,8,29.629629629629626
E02003842,19,6,31.57894736842105
E02003843,22,2,9.090909090909092
E02003844,24,6,25.0
E02003845,33,7,21.21212121212121
E02003846,24,1,4.166666666666666
E02003847,30,1,3.3333333333333335
E02003848,18,1,5.555555555555555
E02003849,26,5,19.230769230769234
E02003850,18,1,5.555555555555555
E02003851,19,0,0.0
E02003852,22,2,9.090909090909092
E02003853,20,5,25.0
E02003854,22,3,13.636363636363635
E02003855,21,5,23.809523809523807
E02003856,40,5,12.5
E02003857,21,0,0.0
E02003858,22,5,22.727272727272727
E02003859,39,9,23.076923076923077
E02003860,23,3,13.043478260869565
E02003861,23,4,17.391304347826086
E02003862,17,4,23.52941176470588
E02003863,23,0,0.0
E02003864,28,6,21.428571428571427
E02003865,26,4,15.384615384615385
E02003866,19,3,15.789473684210526
E02003867,25,4,16.0
E02003868,31,5,16.129032258064516
E02003869,24,4,16.666666666666664
E02003870,37,7,18.91891891891892
E02003871,24,2,8.333333333333332
E02003872,36,7,19.444444444444446
E02003873,20,1,5.0
E02003874,31,6,19.35483870967742
E02003875,21,5,23.809523809523807
E02003876,18,1,5.555555555555555
E02003877,33,10,30.303030303030305
E02003878,27,5,18.51851851851852
E02003879,30,6,20.0
E02003880,22,1,4.545454545454546
E02003881,21,4,19.047619047619047
E02003882,32,4,12.5
E02003883,37,5,13.513513513513514
E02003884,27,2,7.4074074074074066
E02003885,20,4,20.0
E02003886,19,2,10.526315789473683
E02003887,21,2,9.523809523809524
E02003888,22,0,0.0
E02003889,21,4,19.047619047619047
E02003890,22,5,22.727272727272727
E02003891,20,2,10.0
E02003892,22,6,27.27272727272727
E02003893,21,1,4.761904761904762
E02003894,27,10,37.03703703703704
E02003895,25,11,44.0
E02003896,19,7,36.84210526315789
E02003897,18,4,22.22222222222222
E02003898,22,0,0.0
E02003899,18,5,27.77777777777778
E02003900,24,8,33.33333333333333
E02003901,30,2,6.666666666666667
E02003902,18,3,16.666666666666664
E02003903,22,1,4.545454545454546
E02003904,21,9,42.857142857142854
E02003905,19,1,5.263157894736842
E02003906,18,0,0.0
E02003907,28,0,0.0
E02003908,28,7,25.0
E02003909,35,10,28.57142857142857
E02003910,24,6,25.0
E02003911,30,8,26.666666666666668
E02003912,30,3,10.0
E02003913,21,3,14.285714285714285
E02003914,24,9,37.5
E02003915,27,3,11.11111111111111
E02003916,22,4,18.181818181818183
E02003917,28,7,25.0
E02003918,24,10,41.66666666666667
E02003919,23,3,13.043478260869565
E02003920,22,5,22.727272727272727
E02003921,19,2,10.526315789473683
E02003922,26,4,15.384615384615385
E02003923,29,11,37.93103448275862
E02003924,24,5,20.833333333333336
E02003925,22,6,27.27272727272727
E02003926,24,1,4.166666666666666
E02003927,26,5,19.230769230769234
E02003928,38,13,34.21052631578947
E02003929,25,0,0.0
E02003930,30,0,0.0
E02003931,38,19,50.0
E02003932,23,3,13.043478260869565
E02003933,24,2,8.333333333333332
E02003934,23,1,4.3478260869565215
E02003935,32,8,25.0
E02003936,27,1,3.7037037037037033
E02003937,18,0,0.0
E02003938,24,2,8.333333333333332
E02003939,24,7,29.166666666666668
E02003940,20,0,0.0
E02003941,25,8,32.0
E02003942,26,4,15.384615384615385
E02003943,25,10,40.0
E02003944,33,9,27.27272727272727
E02003945,21,11,52.38095238095239
E02003946,32,2,6.25
E02003947,21,0,0.0
E02003948,30,6,20.0
E02003949,26,6,23.076923076923077
E02003950,19,2,10.526315789473683
E02003951,24,8,33.33333333333333
E02003952,31,15,48.38709677419355
E02003953,30,6,20.0
E02003954,23,5,21.73913043478261
E02003955,33,9,27.27272727272727
E02003956,23,1,4.3478260869565215
E02003957,33,8,24.242424242424242
E02003958,24,0,0.0
E02003959,24,5,20.833333333333336
E02003960,21,12,57.14285714285714
E02003961,30,11,36.666666666666664
E02003962,23,8,34.78260869565217
E02003963,35,10,28.57142857142857
E02003964,29,4,13.793103448275861
E02003965,35,5,14.285714285714285
E02003966,21,1,4.761904761904762
E02003967,26,3,11.538461538461538
E02003968,31,5,16.129032258064516
E02003969,22,2,9.090909090909092
E02003970,26,8,30.76923076923077
E02003971,28,9,32.142857142857146
E02003972,32,7,21.875
E02003973,31,2,6.451612903225806
E02003974,26,2,7.6923076923076925
E02003975,23,8,34.78260869565217
E02003976,25,9,36.0
E02003977,20,5,25.0
E02003978,21,9,42.857142857142854
E02003979,28,9,32.142857142857146
E02003980,25,3,12.0
E02003981,24,7,29.166666666666668
E02003982,25,3,12.0
E02003983,27,2,7.4074074074074066
E02003984,26,1,3.8461538461538463
E02003985,26,4,15.384615384615385
E02003986,24,1,4.166666666666666
E02003987,18,0,0.0
E02003988,23,4,17.391304347826086
E02003989,26,8,30.76923076923077
E02003990,36,8,22.22222222222222
E02003991,24,2,8.333333333333332
E02003992,32,6,18.75
E02003993,29,7,24.137931034482758
E02003994,26,8,30.76923076923077
E02003995,35,4,11.428571428571429
E02003996,33,10,30.303030303030305
E02003997,32,3,9.375
E02003998,24,0,0.0
E02003999,40,9,22.5
E02004000,17,1,5.88235294117647
E02004001,21,0,0.0
E02004002,33,2,6.0606060606060606
E02004003,42,6,14.285714285714285
E02004004,35,3,8.571428571428571
E02004005,28,2,7.142857142857142
E02004006,32,13,40.625
E02004007,36,6,16.666666666666664
E02004008,20,1,5.0
E02004009,18,0,0.0
E02004010,25,4,16.0
E02004011,33,8,24.242424242424242
E02004012,19,0,0.0
E02004013,34,5,14.705882352941178
E02004014,30,3,10.0
E02004015,25,8,32.0
E02004016,29,12,41.37931034482759
E02004017,32,6,18.75
E02004018,29,3,10.344827586206897
E02004019,27,8,29.629629629629626
E02004020,30,7,23.333333333333332
E02004021,20,2,10.0
E02004022,22,5,22.727272727272727
E02004023,21,7,33.33333333333333
E02004024,26,10,38.46153846153847
E02004025,27,13,48.148148148148145
E02004026,28,5,17.857142857142858
E02004027,28,16,57.14285714285714
E02004028,27,6,22.22222222222222
E02004029,24,3,12.5
E02004030,21,11,52.38095238095239
E02004031,25,0,0.0
E02004032,27,9,33.33333333333333
E02004033,30,8,26.666666666666668
E02004034,24,8,33.33333333333333
E02004035,22,6,27.27272727272727
E02004036,33,4,12.121212121212121
E02004037,25,5,20.0
E02004038,27,5,18.51851851851852
E02004039,25,4,16.0
E02004040,29,4,13.793103448275861
E02004041,21,5,23.809523809523807
E02004043,24,6,25.0
E02004044,29,4,13.793103448275861
E02004045,30,7,23.333333333333332
E02004046,22,3,13.636363636363635
E02004047,20,3,15.0
E02004048,22,3,13.636363636363635
E02004049,26,6,23.076923076923077
E02004050,25,6,24.0
E02004051,28,3,10.714285714285714
E02004052,26,6,23.076923076923077
E02004053,25,1,4.0
E02004054,29,5,17.24137931034483
E02004055,25,7,28.000000000000004
E02004056,24,1,4.166666666666666
E02004057,26,3,11.538461538461538
E02004058,30,4,13.333333333333334
E02004059,25,6,24.0
E02004060,23,4,17.391304347826086
E02004061,26,3,11.538461538461538
E02004062,29,6,20.689655172413794
E02004063,29,7,24.137931034482758
E02004064,33,4,12.121212121212121
E02004065,29,8,27.586206896551722
E02004066,40,5,12.5
E02004067,23,3,13.043478260869565
E02004068,26,10,38.46153846153847
E02004069,26,13,50.0
E02004072,29,8,27.586206896551722
E02004073,30,15,50.0
E02004074,20,8,40.0
E02004075,30,6,20.0
E02004076,22,6,27.27272727272727
E02004077,26,2,7.6923076923076925
E02004078,24,2,8.333333333333332
E02004080,33,2,6.0606060606060606
E02004081,19,4,21.052631578947366
E02004082,20,5,25.0
E02004083,27,2,7.4074074074074066
E02004084,22,1,4.545454545454546
E02004085,29,5,17.24137931034483
E02004086,24,6,25.0
E02004087,27,2,7.4074074074074066
E02004088,26,5,19.230769230769234
E02004089,25,9,36.0
E02004090,21,7,33.33333333333333
E02004091,31,2,6.451612903225806
E02004092,31,5,16.129032258064516
E02004093,21,6,28.57142857142857
E02004094,24,3,12.5
E02004095,35,16,45.714285714285715
E02004096,33,6,18.181818181818183
E02004097,26,3,11.538461538461538
E02004098,28,8,28.57142857142857
E02004100,27,8,29.629629629629626
E02004102,29,8,27.586206896551722
E02004103,22,6,27.27272727272727
E02004104,22,5,22.727272727272727
E02004105,30,3,10.0
E02004106,25,10,40.0
E02004108,26,3,11.538461538461538
E02004109,25,6,24.0
E02004110,25,4,16.0
E02004111,18,4,22.22222222222222
E02004112,24,13,54.166666666666664
E02004113,34,4,11.76470588235294
E02004114,26,10,38.46153846153847
E02004115,29,4,13.793103448275861
E02004116,30,5,16.666666666666664
E02004117,25,6,24.0
E02004118,24,1,4.166666666666666
E02004119,38,8,21.052631578947366
E02004120,35,3,8.571428571428571
E02004121,28,6,21.428571428571427
E02004122,20,4,20.0
E02004123,22,6,27.27272727272727
E02004124,24,4,16.666666666666664
E02004125,27,1,3.7037037037037033
E02004126,24,5,20.833333333333336
E02004128,34,2,5.88235294117647
E02004129,20,3,15.0
E02004130,21,8,38.095238095238095
E02004131,19,7,36.84210526315789
E02004132,25,0,0.0
E02004133,32,8,25.0
E02004135,27,11,40.74074074074074
E02004136,28,5,17.857142857142858
E02004137,19,6,31.57894736842105
E02004138,28,15,53.57142857142857
E02004139,24,10,41.66666666666667
E02004140,20,13,65.0
E02004141,19,6,31.57894736842105
E02004142,18,5,27.77777777777778
E02004143,21,8,38.095238095238095
E02004144,22,14,63.63636363636363
E02004145,23,19,82.6086956521739
E02004146,24,5,20.833333333333336
E02004147,24,5,20.833333333333336
E02004148,24,12,50.0
E02004149,23,7,30.434782608695656
E02004150,23,0,0.0
E02004151,29,6,20.689655172413794
E02004152,25,1,4.0
E02004153,25,4,16.0
E02004154,25,5,20.0
E02004155,27,6,22.22222222222222
E02004156,37,1,2.7027027027027026
E02004157,22,8,36.36363636363637
E02004158,25,4,16.0
E02004159,42,9,21.428571428571427
E02004160,24,2,8.333333333333332
E02004161,26,2,7.6923076923076925
E02004162,25,9,36.0
E02004163,30,9,30.0
E02004164,24,1,4.166666666666666
E02004165,29,13,44.827586206896555
E02004166,20,3,15.0
E02004167,23,6,26.08695652173913
E02004168,20,3,15.0
E02004169,22,8,36.36363636363637
E02004170,26,4,15.384615384615385
E02004171,30,10,33.33333333333333
E02004172,20,1,5.0
E02004173,25,2,8.0
E02004174,25,7,28.000000000000004
E02004175,18,3,16.666666666666664
E02004176,19,6,31.57894736842105
E02004177,18,3,16.666666666666664
E02004178,17,4,23.52941176470588
E02004179,30,10,33.33333333333333
E02004180,20,2,10.0
E02004181,19,2,10.526315789473683
E02004182,21,3,14.285714285714285
E02004183,20,11,55.00000000000001
E02004184,28,7,25.0
E02004185,21,12,57.14285714285714
E02004186,33,12,36.36363636363637
E02004187,33,4,12.121212121212121
E02004188,23,0,0.0
E02004189,19,4,21.052631578947366
E02004190,28,4,14.285714285714285
E02004191,31,8,25.806451612903224
E02004192,25,6,24.0
E02004193,36,6,16.666666666666664
E02004194,21,3,14.285714285714285
E02004195,21,9,42.857142857142854
E02004196,25,6,24.0
E02004197,24,12,50.0
E02004198,22,4,18.181818181818183
E02004199,21,0,0.0
E02004200,19,3,15.789473684210526
E02004201,19,1,5.263157894736842
E02004202,28,6,21.428571428571427
E02004203,19,4,21.052631578947366
E02004204,30,11,36.666666666666664
E02004205,27,10,37.03703703703704
E02004206,26,11,42.30769230769231
E02004207,21,10,47.61904761904761
E02004208,27,16,59.25925925925925
E02004209,31,9,29.03225806451613
E02004210,24,4,16.666666666666664
E02004211,22,13,59.09090909090909
E02004212,19,4,21.052631578947366
E02004213,28,6,21.428571428571427
E02004214,20,8,40.0
E02004215,18,4,22.22222222222222
E02004216,19,5,26.31578947368421
E02004217,25,12,48.0
E02004218,20,7,35.0
E02004219,18,7,38.88888888888889
E02004220,24,13,54.166666666666664
E02004221,21,16,76.19047619047619
E02004222,20,3,15.0
E02004223,39,9,23.076923076923077
E02004224,20,2,10.0
E02004225,19,3,15.789473684210526
E02004226,23,1,4.3478260869565215
E02004227,31,1,3.225806451612903
E02004228,24,0,0.0
E02004229,30,4,13.333333333333334
E02004230,24,3,12.5
E02004231,21,4,19.047619047619047
E02004232,21,0,0.0
E02004233,41,15,36.58536585365854
E02004234,21,1,4.761904761904762
E02004235,23,6,26.08695652173913
E02004236,21,12,57.14285714285714
E02004237,24,11,45.83333333333333
E02004238,26,13,50.0
E02004239,21,12,57.14285714285714
E02004240,21,2,9.523809523809524
E02004241,31,8,25.806451612903224
E02004242,24,17,70.83333333333334
E02004243,22,2,9.090909090909092
E02004244,25,9,36.0
E02004245,21,8,38.095238095238095
E02004246,26,14,53.84615384615385
E02004247,21,2,9.523809523809524
E02004248,26,21,80.76923076923077
E02004249,19,2,10.526315789473683
E02004250,28,16,57.14285714285714
E02004251,22,10,45.45454545454545
E02004252,30,14,46.666666666666664
E02004253,30,17,56.666666666666664
E02004254,33,9,27.27272727272727
E02004255,26,14,53.84615384615385
E02004256,31,1,3.225806451612903
E02004257,30,11,36.666666666666664
E02004258,35,11,31.428571428571427
E02004259,23,4,17.391304347826086
E02004260,27,9,33.33333333333333
E02004261,34,7,20.588235294117645
E02004262,28,4,14.285714285714285
E02004263,20,6,30.0
E02004264,26,9,34.61538461538461
E02004265,31,18,58.06451612903226
E02004266,25,11,44.0
E02004267,19,8,42.10526315789473
E02004268,36,19,52.77777777777778
E02004269,32,12,37.5
E02004270,28,0,0.0
E02004271,36,9,25.0
E02004272,41,5,12.195121951219512
E02004273,25,13,52.0
E02004274,23,10,43.47826086956522
E02004275,28,4,14.285714285714285
E02004276,20,9,45.0
E02004278,29,5,17.24137931034483
E02004279,28,9,32.142857142857146
E02004280,29,9,31.03448275862069
E02004281,27,7,25.925925925925924
E02004282,30,23,76.66666666666667
E02004283,30,7,23.333333333333332
E02004284,36,14,38.88888888888889
E02004285,27,10,37.03703703703704
E02004286,17,5,29.411764705882355
E02004287,18,2,11.11111111111111
E02004288,20,6,30.0
E02004289,24,5,20.833333333333336
E02004290,19,2,10.526315789473683
E02004291,27,1,3.7037037037037033
E02004292,27,4,14.814814814814813
E02004293,34,2,5.88235294117647
E02004294,28,7,25.0
E02004295,25,2,8.0
E02004296,27,4,14.814814814814813
E02004297,26,2,7.6923076923076925
E02004298,32,3,9.375
E02004299,27,4,14.814814814814813
E02004300,26,2,7.6923076923076925
E02004301,31,0,0.0
E02004302,27,1,3.7037037037037033
E02004303,37,7,18.91891891891892
E02004304,29,2,6.896551724137931
E02004305,34,4,11.76470588235294
E02004306,20,4,20.0
E02004307,23,4,17.391304347826086
E02004308,25,4,16.0
E02004309,20,4,20.0
E02004310,27,2,7.4074074074074066
E02004311,31,2,6.451612903225806
E02004312,27,6,22.22222222222222
E02004313,21,0,0.0
E02004314,22,4,18.181818181818183
E02004315,35,7,20.0
E02004316,23,2,8.695652173913043
E02004317,26,1,3.8461538461538463
E02004318,22,8,36.36363636363637
E02004319,26,5,19.230769230769234
E02004320,30,2,6.666666666666667
E02004321,27,5,18.51851851851852
E02004322,29,1,3.4482758620689653
E02004323,25,2,8.0
E02004324,20,1,5.0
E02004325,30,2,6.666666666666667
E02004326,21,2,9.523809523809524
E02004327,23,0,0.0
E02004328,25,2,8.0
E02004329,22,6,27.27272727272727
E02004330,24,2,8.333333333333332
E02004331,24,2,8.333333333333332
E02004332,26,3,11.538461538461538
E02004333,24,1,4.166666666666666
E02004334,24,1,4.166666666666666
E02004335,30,6,20.0
E02004336,26,2,7.6923076923076925
E02004337,37,6,16.216216216216218
E02004338,30,2,6.666666666666667
E02004339,26,6,23.076923076923077
E02004340,41,4,9.75609756097561
E02004341,30,6,20.0
E02004342,19,0,0.0
E02004343,20,1,5.0
E02004344,25,2,8.0
E02004345,47,8,17.02127659574468
E02004348,29,6,20.689655172413794
E02004349,32,3,9.375
E02004350,32,4,12.5
E02004351,26,1,3.8461538461538463
E02004352,26,1,3.8461538461538463
E02004353,26,3,11.538461538461538
E02004354,29,3,10.344827586206897
E02004355,25,2,8.0
E02004356,26,2,7.6923076923076925
E02004357,24,3,12.5
E02004358,28,5,17.857142857142858
E02004359,28,12,42.857142857142854
E02004361,27,7,25.925925925925924
E02004362,28,2,7.142857142857142
E02004363,25,9,36.0
E02004364,30,4,13.333333333333334
E02004365,28,1,3.571428571428571
E02004366,27,4,14.814814814814813
E02004367,27,10,37.03703703703704
E02004368,23,5,21.73913043478261
E02004369,33,15,45.45454545454545
E02004370,27,2,7.4074074074074066
E02004371,22,7,31.818181818181817
E02004372,24,3,12.5
E02004373,29,6,20.689655172413794
E02004374,27,7,25.925925925925924
E02004375,29,7,24.137931034482758
E02004376,26,5,19.230769230769234
E02004377,33,7,21.21212121212121
E02004378,38,10,26.31578947368421
E02004379,22,7,31.818181818181817
E02004380,32,4,12.5
E02004381,32,3,9.375
E02004382,22,4,18.181818181818183
E02004383,24,3,12.5
E02004384,25,4,16.0
E02004385,26,5,19.230769230769234
E02004386,24,6,25.0
E02004387,18,1,5.555555555555555
E02004388,22,5,22.727272727272727
E02004389,32,18,56.25
E02004390,27,15,55.55555555555556
E02004391,24,7,29.166666666666668
E02004392,27,7,25.925925925925924
E02004393,23,5,21.73913043478261
E02004394,24,10,41.66666666666667
E02004395,29,12,41.37931034482759
E02004396,31,17,54.83870967741935
E02004397,26,4,15.384615384615385
E02004398,28,1,3.571428571428571
E02004399,27,16,59.25925925925925
E02004400,39,29,74.35897435897436
E02004401,29,16,55.172413793103445
E02004402,34,8,23.52941176470588
E02004403,20,4,20.0
E02004404,19,5,26.31578947368421
E02004405,16,2,12.5
E02004406,23,7,30.434782608695656
E02004407,25,5,20.0
E02004408,26,0,0.0
E02004409,17,3,17.647058823529413
E02004410,23,2,8.695652173913043
E02004411,27,4,14.814814814814813
E02004412,26,6,23.076923076923077
E02004413,24,5,20.833333333333336
E02004414,18,2,11.11111111111111
E02004415,19,3,15.789473684210526
E02004416,20,1,5.0
E02004417,22,8,36.36363636363637
E02004418,17,5,29.411764705882355
E02004419,20,5,25.0
E02004420,46,16,34.78260869565217
E02004421,31,14,45.16129032258064
E02004422,34,13,38.23529411764706
E02004423,29,16,55.172413793103445
E02004424,22,3,13.636363636363635
E02004425,25,2,8.0
E02004426,25,3,12.0
E02004427,26,3,11.538461538461538
E02004428,21,4,19.047619047619047
E02004429,24,4,16.666666666666664
E02004430,24,4,16.666666666666664
E02004431,30,6,20.0
E02004432,21,3,14.285714285714285
E02004433,27,5,18.51851851851852
E02004434,28,5,17.857142857142858
E02004435,28,5,17.857142857142858
E02004436,25,0,0.0
E02004437,32,6,18.75
E02004438,29,6,20.689655172413794
E02004439,27,1,3.7037037037037033
E02004440,29,6,20.689655172413794
E02004441,26,4,15.384615384615385
E02004442,25,1,4.0
E02004443,32,4,12.5
E02004444,31,6,19.35483870967742
E02004445,27,2,7.4074074074074066
E02004446,22,1,4.545454545454546
E02004447,23,1,4.3478260869565215
E02004448,24,10,41.66666666666667
E02004449,28,6,21.428571428571427
E02004450,20,3,15.0
E02004451,29,6,20.689655172413794
E02004452,28,6,21.428571428571427
E02004453,24,2,8.333333333333332
E02004454,31,6,19.35483870967742
E02004455,22,3,13.636363636363635
E02004456,33,6,18.181818181818183
E02004457,31,3,9.67741935483871
E02004458,27,5,18.51851851851852
E02004459,33,7,21.21212121212121
E02004460,31,5,16.129032258064516
E02004461,18,2,11.11111111111111
E02004462,38,6,15.789473684210526
E02004463,27,4,14.814814814814813
E02004464,30,5,16.666666666666664
E02004465,21,5,23.809523809523807
E02004466,26,3,11.538461538461538
E02004467,24,3,12.5
E02004468,33,2,6.0606060606060606
E02004469,22,2,9.090909090909092
E02004470,39,7,17.94871794871795
E02004471,28,3,10.714285714285714
E02004472,21,2,9.523809523809524
E02004473,24,2,8.333333333333332
E02004474,24,2,8.333333333333332
E02004475,20,0,0.0
E02004476,24,3,12.5
E02004477,21,3,14.285714285714285
E02004478,21,6,28.57142857142857
E02004479,26,5,19.230769230769234
E02004480,21,6,28.57142857142857
E02004481,26,12,46.15384615384615
E02004482,27,8,29.629629629629626
E02004483,28,21,75.0
E02004484,28,16,57.14285714285714
E02004485,29,2,6.896551724137931
E02004486,28,4,14.285714285714285
E02004487,23,1,4.3478260869565215
E02004488,33,4,12.121212121212121
E02004489,27,3,11.11111111111111
E02004490,25,2,8.0
E02004491,24,6,25.0
E02004492,32,5,15.625
E02004493,31,6,19.35483870967742
E02004495,27,3,11.11111111111111
E02004496,26,2,7.6923076923076925
E02004497,25,7,28.000000000000004
E02004498,31,4,12.903225806451612
E02004499,22,3,13.636363636363635
E02004500,29,4,13.793103448275861
E02004501,24,3,12.5
E02004502,21,4,19.047619047619047
E02004503,26,4,15.384615384615385
E02004504,27,9,33.33333333333333
E02004505,21,2,9.523809523809524
E02004506,21,3,14.285714285714285
E02004507,38,6,15.789473684210526
E02004508,22,4,18.181818181818183
E02004512,42,4,9.523809523809524
E02004513,39,2,5.128205128205128
E02004514,18,3,16.666666666666664
E02004515,33,10,30.303030303030305
E02004516,40,8,20.0
E02004517,33,8,24.242424242424242
E02004518,27,5,18.51851851851852
E02004519,25,4,16.0
E02004520,28,4,14.285714285714285
E02004521,34,7,20.588235294117645
E02004522,27,9,33.33333333333333
E02004523,34,5,14.705882352941178
E02004524,29,7,24.137931034482758
E02004525,24,10,41.66666666666667
E02004526,26,15,57.692307692307686
E02004527,30,6,20.0
E02004528,27,4,14.814814814814813
E02004529,22,2,9.090909090909092
E02004530,22,5,22.727272727272727
E02004531,21,1,4.761904761904762
E02004532,23,6,26.08695652173913
E02004533,25,1,4.0
E02004534,29,6,20.689655172413794
E02004535,22,3,13.636363636363635
E02004536,20,2,10.0
E02004537,32,4,12.5
E02004538,28,2,7.142857142857142
E02004539,26,4,15.384615384615385
E02004540,19,2,10.526315789473683
E02004541,38,4,10.526315789473683
E02004542,20,3,15.0
E02004543,21,3,14.285714285714285
E02004544,35,6,17.142857142857142
E02004545,26,3,11.538461538461538
E02004546,27,3,11.11111111111111
E02004547,28,4,14.285714285714285
E02004548,29,10,34.48275862068966
E02004549,26,2,7.6923076923076925
E02004550,28,3,10.714285714285714
E02004551,25,2,8.0
E02004552,22,4,18.181818181818183
E02004553,24,1,4.166666666666666
E02004554,24,4,16.666666666666664
E02004555,18,1,5.555555555555555
E02004556,25,3,12.0
E02004557,26,6,23.076923076923077
E02004558,23,9,39.130434782608695
E02004559,27,4,14.814814814814813
E02004560,28,2,7.142857142857142
E02004561,32,7,21.875
E02004562,29,6,20.689655172413794
E02004563,22,1,4.545454545454546
E02004564,25,4,16.0
E02004566,19,1,5.263157894736842
E02004567,24,3,12.5
E02004568,27,6,22.22222222222222
E02004569,29,5,17.24137931034483
E02004570,28,1,3.571428571428571
E02004571,24,2,8.333333333333332
E02004572,25,5,20.0
E02004573,22,2,9.090909090909092
E02004574,25,2,8.0
E02004575,42,15,35.714285714285715
E02004576,31,9,29.03225806451613
E02004577,19,3,15.789473684210526
E02004578,27,16,59.25925925925925
E02004579,24,14,58.333333333333336
E02004580,44,37,84.0909090909091
E02004581,25,9,36.0
E02004582,26,18,69.23076923076923
E02004583,29,6,20.689655172413794
E02004584,26,25,96.15384615384616
E02004585,30,12,40.0
E02004586,28,11,39.285714285714285
E02004587,28,6,21.428571428571427
E02004588,24,1,4.166666666666666
E02004589,26,9,34.61538461538461
E02004590,31,15,48.38709677419355
E02004591,23,3,13.043478260869565
E02004592,44,9,20.454545454545457
E02004593,27,6,22.22222222222222
E02004594,23,7,30.434782608695656
E02004595,40,8,20.0
E02004596,30,9,30.0
E02004597,27,3,11.11111111111111
E02004598,32,8,25.0
E02004599,23,5,21.73913043478261
E02004600,19,3,15.789473684210526
E02004601,20,6,30.0
E02004602,22,0,0.0
E02004603,24,2,8.333333333333332
E02004604,26,2,7.6923076923076925
E02004605,20,2,10.0
E02004606,31,3,9.67741935483871
E02004607,39,9,23.076923076923077
E02004608,39,10,25.64102564102564
E02004609,24,6,25.0
E02004610,26,6,23.076923076923077
E02004611,41,7,17.073170731707318
E02004612,34,5,14.705882352941178
E02004613,22,4,18.181818181818183
E02004614,18,3,16.666666666666664
E02004615,28,14,50.0
E02004616,39,9,23.076923076923077
E02004617,31,11,35.483870967741936
E02004618,29,3,10.344827586206897
E02004619,26,1,3.8461538461538463
E02004620,26,4,15.384615384615385
E02004621,22,4,18.181818181818183
E02004622,28,7,25.0
E02004623,32,9,28.125
E02004624,20,7,35.0
E02004625,36,5,13.88888888888889
E02004626,27,0,0.0
E02004627,21,6,28.57142857142857
E02004628,24,2,8.333333333333332
E02004629,41,8,19.51219512195122
E02004630,20,3,15.0
E02004631,17,1,5.88235294117647
E02004632,34,10,29.411764705882355
E02004633,27,4,14.814814814814813
E02004634,37,7,18.91891891891892
E02004635,25,4,16.0
E02004636,25,2,8.0
E02004637,32,4,12.5
E02004638,18,1,5.555555555555555
E02004639,39,3,7.6923076923076925
E02004640,25,2,8.0
E02004641,26,3,11.538461538461538
E02004642,37,1,2.7027027027027026
E02004643,23,2,8.695652173913043
E02004644,29,2,6.896551724137931
E02004645,31,8,25.806451612903224
E02004646,31,4,12.903225806451612
E02004647,19,1,5.263157894736842
E02004648,20,2,10.0
E02004649,23,5,21.73913043478261
E02004650,47,19,40.42553191489361
E02004651,36,6,16.666666666666664
E02004652,21,8,38.095238095238095
E02004653,20,5,25.0
E02004654,36,6,16.666666666666664
E02004655,25,6,24.0
E02004656,36,8,22.22222222222222
E02004657,22,6,27.27272727272727
E02004658,21,6,28.57142857142857
E02004659,24,5,20.833333333333336
E02004660,21,7,33.33333333333333
E02004661,28,4,14.285714285714285
E02004662,20,4,20.0
E02004663,20,8,40.0
E02004664,23,4,17.391304347826086
E02004665,28,5,17.857142857142858
E02004666,38,9,23.684210526315788
E02004667,38,5,13.157894736842104
E02004668,31,7,22.58064516129032
E02004669,25,4,16.0
E02004671,21,3,14.285714285714285
E02004672,40,11,27.500000000000004
E02004673,27,8,29.629629629629626
E02004674,38,7,18.421052631578945
E02004675,25,0,0.0
E02004676,28,11,39.285714285714285
E02004677,23,13,56.52173913043478
E02004678,25,6,24.0
E02004679,34,5,14.705882352941178
E02004680,25,2,8.0
E02004681,46,4,8.695652173913043
